,Date,Open,High,Low,Close,Adj Close,Volume,Change,Month,Day,Year
24,11/24/2017,2600.419922,2604.209961,2600.419922,2602.419922,2602.419922,1349780000,0.000769107,November,Friday,2017
25,11/22/2017,2600.310059,2600.939941,2595.22998,2597.080078,2597.080078,2762950000,-0.001242152,November,Wednesday,2017
26,11/21/2017,2589.169922,2601.189941,2589.169922,2599.030029,2599.030029,3332720000,0.003808212,November,Tuesday,2017
27,11/20/2017,2579.48999,2584.639893,2578.23999,2582.139893,2582.139893,3003540000,0.001027297,November,Monday,2017
28,11/17/2017,2582.939941,2583.959961,2577.6201170000004,2578.850098,2578.850098,3300160000,-0.001583406,November,Friday,2017
29,11/16/2017,2572.949951,2590.090088,2572.949951,2585.639893,2585.639893,3312710000,0.004932059,November,Thursday,2017
30,11/15/2017,2569.449951,2572.840088,2557.449951,2564.6201170000004,2564.6201170000004,3558890000,-0.001879715,November,Wednesday,2017
31,11/14/2017,2577.75,2579.659912,2566.560059,2578.8701170000004,2578.8701170000004,3641760000,0.000434533,November,Tuesday,2017
32,11/13/2017,2576.530029,2587.659912,2574.47998,2584.840088,2584.840088,3402930000,0.003225291,November,Monday,2017
33,11/10/2017,2580.179932,2583.810059,2575.570068,2582.300049,2582.300049,3486910000,0.0008216930000000001,November,Friday,2017
34,11/9/2017,2584.0,2586.5,2566.330078,2584.6201170000004,2584.6201170000004,3831610000,0.00023998299999999998,November,Thursday,2017
35,11/8/2017,2588.709961,2595.469971,2585.02002,2594.3798829999996,2594.3798829999996,3899360000,0.00219025,November,Wednesday,2017
36,11/7/2017,2592.110107,2597.02002,2584.350098,2590.639893,2590.639893,3809650000,-0.000567188,November,Tuesday,2017
37,11/6/2017,2587.469971,2593.3798829999996,2585.659912,2591.1298829999996,2591.1298829999996,3539080000,0.001414475,November,Monday,2017
38,11/3/2017,2581.929932,2588.419922,2576.77002,2587.840088,2587.840088,3567710000,0.002289046,November,Friday,2017
39,11/2/2017,2579.459961,2581.110107,2566.169922,2579.850098,2579.850098,4048270000,0.00015124799999999999,November,Thursday,2017
40,11/1/2017,2583.209961,2588.399902,2574.919922,2579.360107,2579.360107,3813180000,-0.0014903370000000002,November,Wednesday,2017
41,10/31/2017,2575.98999,2578.290039,2572.149902,2575.26001,2575.26001,3827230000,-0.000283378,October,Tuesday,2017
42,10/30/2017,2577.75,2580.030029,2568.25,2572.830078,2572.830078,3658870000,-0.0019086110000000002,October,Monday,2017
43,10/27/2017,2570.26001,2582.97998,2565.939941,2581.070068,2581.070068,3887110000,0.004205823,October,Friday,2017
44,10/26/2017,2560.080078,2567.070068,2559.800049,2560.399902,2560.399902,3869050000,0.00012492700000000002,October,Thursday,2017
45,10/25/2017,2566.52002,2567.399902,2544.0,2557.149902,2557.149902,3874510000,-0.0036509040000000004,October,Wednesday,2017
46,10/24/2017,2568.659912,2572.179932,2565.580078,2569.1298829999996,2569.1298829999996,3427330000,0.000182963,October,Tuesday,2017
47,10/23/2017,2578.080078,2578.290039,2564.330078,2564.97998,2564.97998,3211710000,-0.005081339,October,Monday,2017
48,10/20/2017,2567.560059,2575.439941,2567.560059,2575.209961,2575.209961,3384650000,0.0029794440000000004,October,Friday,2017
49,10/19/2017,2553.389893,2562.360107,2547.919922,2562.100098,2562.100098,2990710000,0.003411232,October,Thursday,2017
50,10/18/2017,2562.8701170000004,2564.110107,2559.669922,2561.26001,2561.26001,2998090000,-0.000628244,October,Wednesday,2017
51,10/17/2017,2557.169922,2559.709961,2554.689941,2559.360107,2559.360107,2889390000,0.000856488,October,Tuesday,2017
52,10/16/2017,2555.570068,2559.469971,2552.639893,2557.639893,2557.639893,2916020000,0.000809927,October,Monday,2017
53,10/13/2017,2555.659912,2557.649902,2552.090088,2553.169922,2553.169922,3149440000,-0.000974304,October,Friday,2017
54,10/12/2017,2552.8798829999996,2555.330078,2548.310059,2550.929932,2550.929932,3151510000,-0.000763824,October,Thursday,2017
55,10/11/2017,2550.6201170000004,2555.23999,2547.949951,2555.23999,2555.23999,2976090000,0.0018112739999999999,October,Wednesday,2017
56,10/10/2017,2549.98999,2555.22998,2544.860107,2550.639893,2550.639893,2960500000,0.000254865,October,Tuesday,2017
57,10/9/2017,2551.389893,2551.820068,2541.600098,2544.72998,2544.72998,2483970000,-0.002610308,October,Monday,2017
58,10/6/2017,2547.439941,2549.409912,2543.790039,2549.330078,2549.330078,2884570000,0.000741975,October,Friday,2017
59,10/5/2017,2540.860107,2552.51001,2540.02002,2552.070068,2552.070068,3045120000,0.004411877,October,Thursday,2017
60,10/4/2017,2533.47998,2540.530029,2531.800049,2537.73999,2537.73999,3017120000,0.001681486,October,Wednesday,2017
61,10/3/2017,2530.340088,2535.1298829999996,2528.850098,2534.580078,2534.580078,3068850000,0.00167566,October,Tuesday,2017
62,10/2/2017,2521.199951,2529.22998,2520.399902,2529.1201170000004,2529.1201170000004,3199730000,0.003141427,October,Monday,2017
63,9/29/2017,2509.959961,2519.439941,2507.98999,2519.360107,2519.360107,3211920000,0.003745138,September,Friday,2017
64,9/28/2017,2503.409912,2510.810059,2502.929932,2510.060059,2510.060059,3168620000,0.002656436,September,Thursday,2017
65,9/27/2017,2503.300049,2511.75,2495.909912,2507.040039,2507.040039,3456030000,0.001494024,September,Wednesday,2017
66,9/26/2017,2501.040039,2503.51001,2495.1201170000004,2496.840088,2496.840088,3043110000,-0.001679282,September,Tuesday,2017
67,9/25/2017,2499.389893,2502.540039,2488.030029,2496.659912,2496.659912,3297890000,-0.001092259,September,Monday,2017
68,9/22/2017,2497.26001,2503.469971,2496.540039,2502.219971,2502.219971,2865960000,0.001986161,September,Friday,2017
69,9/21/2017,2507.159912,2507.159912,2499.0,2500.600098,2500.600098,2930860000,-0.002616432,September,Thursday,2017
70,9/20/2017,2506.840088,2508.850098,2496.669922,2508.23999,2508.23999,3530010000,0.000558433,September,Wednesday,2017
71,9/19/2017,2506.290039,2507.840088,2503.189941,2506.649902,2506.649902,3249100000,0.00014358399999999999,September,Tuesday,2017
72,9/18/2017,2502.51001,2508.320068,2499.919922,2503.8701170000004,2503.8701170000004,3194300000,0.000543497,September,Monday,2017
73,9/15/2017,2495.669922,2500.22998,2493.159912,2500.22998,2500.22998,4853170000,0.001827188,September,Friday,2017
74,9/14/2017,2494.560059,2498.429932,2491.350098,2495.6201170000004,2495.6201170000004,3414460000,0.000424948,September,Thursday,2017
75,9/13/2017,2493.889893,2498.3701170000004,2492.139893,2498.3701170000004,2498.3701170000004,3368050000,0.00179648,September,Wednesday,2017
76,9/12/2017,2491.939941,2496.77002,2490.3701170000004,2496.47998,2496.47998,3230920000,0.001821889,September,Tuesday,2017
77,9/11/2017,2474.52002,2488.949951,2474.52002,2488.110107,2488.110107,3291760000,0.005492009,September,Monday,2017
78,9/8/2017,2462.25,2467.110107,2459.399902,2461.429932,2461.429932,3302490000,-0.000333056,September,Friday,2017
79,9/7/2017,2468.060059,2468.6201170000004,2460.290039,2465.100098,2465.100098,3353930000,-0.001199307,September,Thursday,2017
80,9/6/2017,2463.830078,2469.639893,2459.199951,2465.540039,2465.540039,3374410000,0.000694026,September,Wednesday,2017
81,9/5/2017,2470.350098,2471.969971,2446.550049,2457.850098,2457.850098,3490260000,-0.005060012,September,Tuesday,2017
82,9/1/2017,2474.419922,2480.3798829999996,2473.850098,2476.550049,2476.550049,2710730000,0.000860859,September,Friday,2017
83,8/31/2017,2462.649902,2475.01001,2462.649902,2471.649902,2471.649902,3348110000,0.0036546,August,Thursday,2017
84,8/30/2017,2446.060059,2460.310059,2443.77002,2457.590088,2457.590088,2633660000,0.004713715,August,Wednesday,2017
85,8/29/2017,2431.939941,2449.189941,2428.199951,2446.300049,2446.300049,2737580000,0.005904795,August,Tuesday,2017
86,8/28/2017,2447.350098,2449.1201170000004,2439.030029,2444.23999,2444.23999,2677700000,-0.001270806,August,Monday,2017
87,8/25/2017,2444.719971,2453.959961,2442.219971,2443.050049,2443.050049,2588780000,-0.0006830730000000001,August,Friday,2017
88,8/24/2017,2447.909912,2450.389893,2436.189941,2438.969971,2438.969971,2846590000,-0.003652071,August,Thursday,2017
89,8/23/2017,2444.8798829999996,2448.909912,2441.419922,2444.040039,2444.040039,2785290000,-0.000343511,August,Wednesday,2017
90,8/22/2017,2433.75,2454.77002,2433.669922,2452.51001,2452.51001,2777490000,0.007708273000000001,August,Tuesday,2017
91,8/21/2017,2425.5,2430.580078,2417.350098,2428.3701170000004,2428.3701170000004,2788150000,0.001183309,August,Monday,2017
92,8/18/2017,2427.639893,2440.27002,2420.689941,2425.550049,2425.550049,3415680000,-0.000860854,August,Friday,2017
93,8/17/2017,2462.949951,2465.02002,2430.01001,2430.01001,2430.01001,3142620000,-0.013374182,August,Thursday,2017
94,8/16/2017,2468.6298829999996,2474.929932,2463.860107,2468.110107,2468.110107,2953650000,-0.000210552,August,Wednesday,2017
95,8/15/2017,2468.659912,2468.899902,2461.610107,2464.610107,2464.610107,2913100000,-0.0016404870000000002,August,Tuesday,2017
96,8/14/2017,2454.959961,2468.219971,2454.959961,2465.840088,2465.840088,2822550000,0.004431895999999999,August,Monday,2017
97,8/11/2017,2441.040039,2448.090088,2437.850098,2441.320068,2441.320068,3159930000,0.000114717,August,Friday,2017
98,8/10/2017,2465.3798829999996,2465.3798829999996,2437.75,2438.209961,2438.209961,3621070000,-0.011020582,August,Thursday,2017
99,8/9/2017,2465.350098,2474.409912,2462.080078,2474.02002,2474.02002,3308060000,0.00351671,August,Wednesday,2017
100,8/8/2017,2478.350098,2490.8701170000004,2470.320068,2474.919922,2474.919922,3344640000,-0.001384056,August,Tuesday,2017
101,8/7/2017,2477.139893,2480.949951,2475.8798829999996,2480.909912,2480.909912,2931780000,0.001521924,August,Monday,2017
102,8/4/2017,2476.8798829999996,2480.0,2472.080078,2476.830078,2476.830078,3235140000,-2.0107999999999998e-05,August,Friday,2017
103,8/3/2017,2476.030029,2476.030029,2468.850098,2472.159912,2472.159912,3645020000,-0.001563033,August,Thursday,2017
104,8/2/2017,2480.3798829999996,2480.3798829999996,2466.47998,2477.570068,2477.570068,3478580000,-0.001132816,August,Wednesday,2017
105,8/1/2017,2477.100098,2478.51001,2471.139893,2476.350098,2476.350098,3460860000,-0.000302773,August,Tuesday,2017
106,7/31/2017,2475.939941,2477.959961,2468.530029,2470.300049,2470.300049,3469210000,-0.002277879,July,Monday,2017
107,7/28/2017,2469.1201170000004,2473.530029,2464.659912,2472.100098,2472.100098,3294770000,0.0012069000000000001,July,Friday,2017
108,7/27/2017,2482.76001,2484.040039,2459.929932,2475.419922,2475.419922,3995520000,-0.0029564229999999997,July,Thursday,2017
109,7/26/2017,2479.969971,2481.689941,2474.939941,2477.830078,2477.830078,3557020000,-0.0008628710000000001,July,Wednesday,2017
110,7/25/2017,2477.8798829999996,2481.23999,2474.909912,2477.1298829999996,2477.1298829999996,4108060000,-0.000302678,July,Tuesday,2017
111,7/24/2017,2472.040039,2473.100098,2466.320068,2469.909912,2469.909912,3010240000,-0.000861688,July,Monday,2017
112,7/21/2017,2467.399902,2472.540039,2465.060059,2472.540039,2472.540039,3059570000,0.00208322,July,Friday,2017
113,7/20/2017,2475.560059,2477.6201170000004,2468.429932,2473.449951,2473.449951,3182780000,-0.0008523760000000001,July,Thursday,2017
114,7/19/2017,2463.850098,2473.830078,2463.850098,2473.830078,2473.830078,3059760000,0.004050563,July,Wednesday,2017
115,7/18/2017,2455.8798829999996,2460.919922,2450.340088,2460.610107,2460.610107,2962130000,0.001926081,July,Tuesday,2017
116,7/17/2017,2459.5,2462.820068,2457.159912,2459.139893,2459.139893,2793170000,-0.000146415,July,Monday,2017
117,7/14/2017,2449.159912,2463.540039,2446.689941,2459.27002,2459.27002,2736640000,0.00412799,July,Friday,2017
118,7/13/2017,2444.98999,2449.320068,2441.689941,2447.830078,2447.830078,3067670000,0.001161595,July,Thursday,2017
119,7/12/2017,2435.75,2445.76001,2435.75,2443.25,2443.25,3171620000,0.0030791340000000003,July,Wednesday,2017
120,7/11/2017,2427.350098,2429.300049,2412.790039,2425.530029,2425.530029,3106750000,-0.000749817,July,Tuesday,2017
121,7/10/2017,2424.51001,2432.0,2422.27002,2427.429932,2427.429932,2999130000,0.001204335,July,Monday,2017
122,7/7/2017,2413.52002,2426.919922,2413.52002,2425.179932,2425.179932,2901330000,0.004831082,July,Friday,2017
123,7/6/2017,2423.439941,2424.280029,2407.699951,2409.75,2409.75,3364520000,-0.005648971,July,Thursday,2017
124,7/5/2017,2430.780029,2434.899902,2422.050049,2432.540039,2432.540039,3367220000,0.000724052,July,Wednesday,2017
125,7/3/2017,2431.389893,2439.169922,2428.689941,2429.01001,2429.01001,1962290000,-0.000978816,July,Monday,2017
126,6/30/2017,2429.199951,2432.709961,2421.649902,2423.409912,2423.409912,3361590000,-0.002383517,June,Friday,2017
127,6/29/2017,2442.3798829999996,2442.72998,2405.699951,2419.699951,2419.699951,3900280000,-0.009285996999999999,June,Thursday,2017
128,6/28/2017,2428.699951,2442.969971,2428.02002,2440.689941,2440.689941,3500800000,0.004936793,June,Wednesday,2017
129,6/27/2017,2436.340088,2440.149902,2419.3798829999996,2419.3798829999996,2419.3798829999996,3563910000,-0.006961345,June,Tuesday,2017
130,6/26/2017,2443.320068,2450.419922,2437.030029,2439.070068,2439.070068,3238970000,-0.001739436,June,Monday,2017
131,6/23/2017,2434.649902,2441.399902,2431.110107,2438.300049,2438.300049,5278330000,0.001499249,June,Friday,2017
132,6/22/2017,2437.399902,2441.6201170000004,2433.27002,2434.5,2434.5,3468210000,-0.0011897519999999999,June,Thursday,2017
133,6/21/2017,2439.310059,2442.22998,2430.73999,2435.610107,2435.610107,3594820000,-0.001516803,June,Wednesday,2017
134,6/20/2017,2450.659912,2450.659912,2436.600098,2437.030029,2437.030029,3416510000,-0.0055617190000000006,June,Tuesday,2017
135,6/19/2017,2442.550049,2453.820068,2441.790039,2453.459961,2453.459961,3264700000,0.004466607,June,Monday,2017
136,6/16/2017,2431.23999,2433.149902,2422.8798829999996,2433.149902,2433.149902,5284720000,0.0007855710000000001,June,Friday,2017
137,6/15/2017,2424.139893,2433.949951,2418.530029,2432.459961,2432.459961,3353050000,0.0034321729999999997,June,Thursday,2017
138,6/14/2017,2443.75,2443.75,2428.340088,2437.919922,2437.919922,3555590000,-0.00238571,June,Wednesday,2017
139,6/13/2017,2434.149902,2441.48999,2431.280029,2440.350098,2440.350098,3275500000,0.002547171,June,Tuesday,2017
140,6/12/2017,2425.8798829999996,2430.3798829999996,2419.969971,2429.389893,2429.389893,4027750000,0.0014469020000000001,June,Monday,2017
141,6/9/2017,2436.389893,2446.199951,2415.699951,2431.77002,2431.77002,4027340000,-0.0018961960000000002,June,Friday,2017
142,6/8/2017,2434.27002,2439.27002,2427.939941,2433.790039,2433.790039,3728860000,-0.000197177,June,Thursday,2017
143,6/7/2017,2432.030029,2435.280029,2424.75,2433.139893,2433.139893,3572300000,0.00045635300000000005,June,Wednesday,2017
144,6/6/2017,2431.919922,2436.209961,2428.1201170000004,2429.330078,2429.330078,3357840000,-0.001064938,June,Tuesday,2017
145,6/5/2017,2437.830078,2439.550049,2434.320068,2436.100098,2436.100098,2912600000,-0.000709639,June,Monday,2017
146,6/2/2017,2431.280029,2440.22998,2427.709961,2439.070068,2439.070068,3461680000,0.00320409,June,Friday,2017
147,6/1/2017,2415.649902,2430.060059,2413.540039,2430.060059,2430.060059,3857140000,0.005965333000000001,June,Thursday,2017
148,5/31/2017,2415.6298829999996,2415.98999,2403.590088,2411.800049,2411.800049,4516110000,-0.001585439,May,Wednesday,2017
149,5/30/2017,2411.669922,2415.26001,2409.429932,2412.909912,2412.909912,3203160000,0.000514162,May,Tuesday,2017
150,5/26/2017,2414.5,2416.679932,2412.199951,2415.820068,2415.820068,2805040000,0.000546725,May,Friday,2017
151,5/25/2017,2409.540039,2418.709961,2408.01001,2415.070068,2415.070068,3535390000,0.002295056,May,Thursday,2017
152,5/24/2017,2401.409912,2405.580078,2397.98999,2404.389893,2404.389893,3389900000,0.00124093,May,Wednesday,2017
153,5/23/2017,2397.040039,2400.850098,2393.8798829999996,2398.419922,2398.419922,3213570000,0.000575661,May,Tuesday,2017
154,5/22/2017,2387.209961,2395.459961,2386.919922,2394.02002,2394.02002,3172830000,0.002852727,May,Monday,2017
155,5/19/2017,2371.3701170000004,2389.060059,2370.429932,2381.72998,2381.72998,3825160000,0.004368725,May,Friday,2017
156,5/18/2017,2354.689941,2375.73999,2352.719971,2365.719971,2365.719971,4319420000,0.004684280999999999,May,Thursday,2017
157,5/17/2017,2382.949951,2384.8701170000004,2356.209961,2357.030029,2357.030029,4163000000,-0.010877241000000001,May,Wednesday,2017
158,5/16/2017,2404.550049,2405.77002,2396.050049,2400.669922,2400.669922,3420790000,-0.00161366,May,Tuesday,2017
159,5/15/2017,2393.97998,2404.050049,2393.939941,2402.320068,2402.320068,3473600000,0.003483775,May,Monday,2017
160,5/12/2017,2392.439941,2392.439941,2387.189941,2390.899902,2390.899902,3305630000,-0.0006437109999999999,May,Friday,2017
161,5/11/2017,2394.840088,2395.719971,2381.73999,2394.439941,2394.439941,3727420000,-0.000167087,May,Thursday,2017
162,5/10/2017,2396.790039,2399.73999,2392.790039,2399.6298829999996,2399.6298829999996,3643530000,0.001184853,May,Wednesday,2017
163,5/9/2017,2401.580078,2403.8701170000004,2392.439941,2396.919922,2396.919922,3653590000,-0.0019404539999999999,May,Tuesday,2017
164,5/8/2017,2399.939941,2401.360107,2393.919922,2399.3798829999996,2399.3798829999996,3429440000,-0.000233363,May,Monday,2017
165,5/5/2017,2392.3701170000004,2399.290039,2389.3798829999996,2399.290039,2399.290039,3540140000,0.0028924959999999996,May,Friday,2017
166,5/4/2017,2389.790039,2391.429932,2380.350098,2389.52002,2389.52002,4362540000,-0.000112989,May,Thursday,2017
167,5/3/2017,2386.5,2389.820068,2379.75,2388.1298829999996,2388.1298829999996,3893990000,0.00068296,May,Wednesday,2017
168,5/2/2017,2391.050049,2392.929932,2385.820068,2391.169922,2391.169922,3813680000,5.0134e-05,May,Tuesday,2017
169,5/1/2017,2388.5,2394.48999,2384.830078,2388.330078,2388.330078,3199240000,-7.11417e-05,May,Monday,2017
170,4/28/2017,2393.679932,2393.679932,2382.360107,2384.199951,2384.199951,3718270000,-0.0039604209999999996,April,Friday,2017
171,4/27/2017,2389.699951,2392.100098,2382.679932,2388.77002,2388.77002,4098460000,-0.00038914099999999997,April,Thursday,2017
172,4/26/2017,2388.97998,2398.159912,2386.780029,2387.449951,2387.449951,4105920000,-0.000640453,April,Wednesday,2017
173,4/25/2017,2381.51001,2392.47998,2381.149902,2388.610107,2388.610107,3995240000,0.002981342,April,Tuesday,2017
174,4/24/2017,2370.330078,2376.97998,2369.189941,2374.149902,2374.149902,3690650000,0.0016115160000000001,April,Monday,2017
175,4/21/2017,2354.73999,2356.179932,2344.51001,2348.689941,2348.689941,3503360000,-0.0025693070000000003,April,Friday,2017
176,4/20/2017,2342.689941,2361.3701170000004,2340.909912,2355.840088,2355.840088,3647420000,0.005613268,April,Thursday,2017
177,4/19/2017,2346.790039,2352.6298829999996,2335.050049,2338.169922,2338.169922,3519900000,-0.0036731520000000003,April,Wednesday,2017
178,4/18/2017,2342.530029,2348.350098,2334.540039,2342.189941,2342.189941,3269840000,-0.00014518,April,Tuesday,2017
179,4/17/2017,2332.6201170000004,2349.139893,2332.51001,2349.01001,2349.01001,2824710000,0.007026388000000001,April,Monday,2017
180,4/13/2017,2341.97998,2348.26001,2328.949951,2328.949951,2328.949951,3143890000,-0.005563681,April,Thursday,2017
181,4/12/2017,2352.149902,2352.719971,2341.179932,2344.929932,2344.929932,3196950000,-0.00306952,April,Wednesday,2017
182,4/11/2017,2353.919922,2355.219971,2337.25,2353.780029,2353.780029,3117420000,-5.94298e-05,April,Tuesday,2017
183,4/10/2017,2357.159912,2366.3701170000004,2351.5,2357.159912,2357.159912,2785410000,0.0,April,Monday,2017
184,4/7/2017,2356.590088,2363.76001,2350.73999,2355.540039,2355.540039,3053150000,-0.00044558,April,Friday,2017
185,4/6/2017,2353.790039,2364.159912,2348.899902,2357.48999,2357.48999,3201920000,0.0015719120000000002,April,Thursday,2017
186,4/5/2017,2366.590088,2378.360107,2350.52002,2352.949951,2352.949951,3770520000,-0.005763625,April,Wednesday,2017
187,4/4/2017,2354.76001,2360.530029,2350.719971,2360.159912,2360.159912,3206240000,0.002293186,April,Tuesday,2017
188,4/3/2017,2362.340088,2365.8701170000004,2344.72998,2358.840088,2358.840088,3416400000,-0.0014815820000000002,April,Monday,2017
189,3/31/2017,2364.820068,2370.350098,2362.600098,2362.719971,2362.719971,3354110000,-0.0008880580000000001,March,Friday,2017
190,3/30/2017,2361.310059,2370.419922,2358.580078,2368.060059,2368.060059,3158420000,0.002858583,March,Thursday,2017
191,3/29/2017,2356.540039,2363.360107,2352.939941,2361.1298829999996,2361.1298829999996,3106940000,0.001947705,March,Wednesday,2017
192,3/28/2017,2339.790039,2363.780029,2337.6298829999996,2358.570068,2358.570068,3367780000,0.008026374000000001,March,Tuesday,2017
193,3/27/2017,2329.110107,2344.899902,2322.25,2341.590088,2341.590088,3240230000,0.005358261,March,Monday,2017
194,3/24/2017,2350.419922,2356.219971,2335.73999,2343.97998,2343.97998,2975130000,-0.002739911,March,Friday,2017
195,3/23/2017,2345.969971,2358.919922,2342.1298829999996,2345.959961,2345.959961,3260600000,-4.26689e-06,March,Thursday,2017
196,3/22/2017,2343.0,2351.810059,2336.449951,2348.449951,2348.449951,3572730000,0.0023260570000000003,March,Wednesday,2017
197,3/21/2017,2379.320068,2381.929932,2341.899902,2344.02002,2344.02002,4265590000,-0.014836191,March,Tuesday,2017
198,3/20/2017,2378.23999,2379.550049,2369.659912,2373.469971,2373.469971,3054930000,-0.002005693,March,Monday,2017
199,3/17/2017,2383.709961,2385.709961,2377.639893,2378.25,2378.25,5178040000,-0.002290531,March,Friday,2017
200,3/16/2017,2387.709961,2388.100098,2377.179932,2381.3798829999996,2381.3798829999996,3365660000,-0.0026511079999999997,March,Thursday,2017
201,3/15/2017,2370.340088,2390.01001,2368.939941,2385.26001,2385.26001,3906840000,0.006294423,March,Wednesday,2017
202,3/14/2017,2368.550049,2368.550049,2358.179932,2365.449951,2365.449951,3172630000,-0.0013088589999999999,March,Tuesday,2017
203,3/13/2017,2371.560059,2374.419922,2368.52002,2373.469971,2373.469971,3133900000,0.00080534,March,Monday,2017
204,3/10/2017,2372.52002,2376.860107,2363.040039,2372.600098,2372.600098,3432950000,3.37523e-05,March,Friday,2017
205,3/9/2017,2363.48999,2369.080078,2354.540039,2364.8701170000004,2364.8701170000004,3716340000,0.000583936,March,Thursday,2017
206,3/8/2017,2369.810059,2373.090088,2361.01001,2362.97998,2362.97998,3812100000,-0.0028821209999999996,March,Wednesday,2017
207,3/7/2017,2370.73999,2375.1201170000004,2365.51001,2368.389893,2368.389893,3518390000,-0.000991293,March,Tuesday,2017
208,3/6/2017,2375.22998,2378.800049,2367.97998,2375.310059,2375.310059,3232700000,3.37142e-05,March,Monday,2017
209,3/3/2017,2380.919922,2383.889893,2375.389893,2383.1201170000004,2383.1201170000004,3555260000,0.000924094,March,Friday,2017
210,3/2/2017,2394.75,2394.75,2380.169922,2381.919922,2381.919922,3821320000,-0.005357586,March,Thursday,2017
211,3/1/2017,2380.1298829999996,2400.97998,2380.1298829999996,2395.959961,2395.959961,4345180000,0.00665093,March,Wednesday,2017
212,2/28/2017,2366.080078,2367.790039,2358.959961,2363.639893,2363.639893,4210140000,-0.00103132,February,Tuesday,2017
213,2/27/2017,2365.22998,2371.540039,2361.8701170000004,2369.75,2369.75,3582610000,0.001911028,February,Monday,2017
214,2/24/2017,2355.72998,2367.340088,2352.8701170000004,2367.340088,2367.340088,3831570000,0.0049284540000000005,February,Friday,2017
215,2/23/2017,2367.5,2368.26001,2355.090088,2363.810059,2363.810059,4015260000,-0.001558581,February,Thursday,2017
216,2/22/2017,2361.110107,2365.1298829999996,2358.340088,2362.820068,2362.820068,3468670000,0.0007242189999999999,February,Wednesday,2017
217,2/21/2017,2354.909912,2366.709961,2354.909912,2365.3798829999996,2365.3798829999996,3579780000,0.0044460179999999995,February,Tuesday,2017
218,2/17/2017,2343.01001,2351.159912,2339.580078,2351.159912,2351.159912,3513060000,0.00347839,February,Friday,2017
219,2/16/2017,2349.639893,2351.310059,2338.8701170000004,2347.219971,2347.219971,3672370000,-0.001029912,February,Thursday,2017
220,2/15/2017,2335.580078,2351.300049,2334.810059,2349.25,2349.25,3775590000,0.005852901999999999,February,Wednesday,2017
